gourd_type,variety_name,season,avg_temperature,avg_humidity,avg_rainfall_mm,soil_moisture,fertilizer_type,fertilizer_frequency,plant_health_score,successful_pollinations,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
cucumber,pipino_native,wet,28.6,72.7,21.1,78.2,chemical,none,4,10,35,10,0.28,2.8
cucumber,pipino_japanese,wet,29.3,73.8,23.5,50.5,chemical,none,4,11,36,11,0.24,2.64
bottle_gourd,upo_long,dry,24.9,59.1,8.4,69.4,organic,biweekly,4,8,52,8,2.11,16.88
cucumber,pipino,dry,26.6,64.0,8.1,66.8,mixed,weekly,4,10,34,10,0.24,2.4
bitter_gourd,ampalaya_oblong,wet,29.9,89.8,25.9,54.5,organic,biweekly,5,16,48,16,0.36,5.76
bitter_gourd,ampalaya_oblong,dry,25.1,65.5,9.0,58.7,organic,monthly,5,21,47,21,0.15,3.15
cucumber,pipino_native,wet,29.4,77.1,27.0,79.1,mixed,weekly,5,17,38,17,0.27,4.59
bottle_gourd,upo_round,dry,31.6,60.4,0.5,54.0,chemical,monthly,4,10,57,10,1.36,13.6
bitter_gourd,ampalaya_bilog,dry,26.3,63.7,9.6,65.0,none,biweekly,4,13,48,13,0.37,4.81
cucumber,pipino_native,dry,24.3,66.2,4.3,53.5,mixed,monthly,4,13,33,13,0.28,3.64
cucumber,pipino,wet,27.4,77.4,25.6,59.9,mixed,weekly,4,17,36,17,0.32,5.44
bottle_gourd,upo_long,wet,28.4,72.6,23.8,52.9,none,weekly,4,15,54,15,1.58,23.7
sponge_gourd,patola_smooth,dry,28.1,66.3,8.6,68.9,mixed,none,4,19,44,19,0.59,11.21
cucumber,pipino_native,wet,27.8,72.5,13.2,50.9,mixed,monthly,4,8,34,8,0.31,2.48
sponge_gourd,patola,wet,31.6,72.9,25.9,61.3,organic,biweekly,5,23,46,23,0.59,13.57
cucumber,pipino_japanese,wet,27.9,88.1,13.9,73.8,mixed,none,4,19,35,19,0.32,6.08
cucumber,pipino,dry,34.9,57.7,0.5,56.8,organic,biweekly,5,21,37,21,0.38,7.98
bottle_gourd,upo_round,wet,29.6,73.5,12.8,70.3,chemical,none,5,16,56,16,2.69,43.04
sponge_gourd,patola_ridged,wet,27.0,72.9,18.6,57.5,none,monthly,3,9,46,9,0.65,5.85
cucumber,pipino_native,wet,28.2,78.3,14.9,67.7,mixed,none,4,8,34,8,0.19,1.52
sponge_gourd,patola_ridged,dry,32.1,58.5,7.3,79.2,chemical,none,3,5,49,5,0.69,3.45
bottle_gourd,upo_long,wet,31.3,73.4,28.9,62.1,organic,none,3,10,55,10,2.88,28.8
sponge_gourd,patola_smooth,dry,25.3,67.2,5.0,60.9,organic,biweekly,5,13,44,13,0.66,8.58
cucumber,pipino_native,dry,25.7,67.2,9.4,65.1,none,biweekly,3,15,43,15,0.39,5.85
bitter_gourd,ampalaya_hybrid,dry,24.8,71.8,3.7,73.4,mixed,weekly,5,19,44,19,0.26,4.94
bottle_gourd,upo_round,dry,31.3,61.2,2.0,73.7,chemical,monthly,4,13,59,13,1.63,21.19
sponge_gourd,patola_smooth,dry,34.6,65.2,2.6,71.5,mixed,biweekly,4,14,45,14,0.33,4.62
sponge_gourd,patola_smooth,dry,30.2,65.5,3.5,75.4,chemical,weekly,4,6,51,6,0.32,1.92
cucumber,pipino_native,dry,33.2,61.5,8.4,61.5,chemical,none,3,11,40,11,0.31,3.41
cucumber,pipino,dry,27.9,69.9,6.2,64.7,none,biweekly,3,7,39,7,0.35,2.45
cucumber,pipino_native,wet,26.4,74.5,26.4,73.0,chemical,weekly,4,9,35,9,0.19,1.71
cucumber,pipino,dry,30.7,62.2,1.0,58.0,none,biweekly,4,11,39,11,0.2,2.2
cucumber,pipino,dry,27.1,72.3,6.5,55.9,organic,none,4,10,35,10,0.3,3.0
cucumber,pipino_native,wet,31.3,76.3,19.0,76.7,mixed,biweekly,3,14,41,14,0.2,2.8
cucumber,pipino_japanese,wet,30.3,75.5,16.7,78.2,organic,monthly,4,15,44,15,0.22,3.3
sponge_gourd,patola_smooth,dry,31.4,61.1,2.8,72.6,organic,weekly,4,12,44,12,0.6,7.2
sponge_gourd,patola_smooth,wet,26.4,70.4,15.1,52.1,chemical,monthly,3,10,48,10,0.37,3.7
bottle_gourd,upo_long,dry,30.6,66.9,0.7,54.7,none,weekly,3,13,58,13,3.44,44.72
bitter_gourd,ampalaya_bilog,wet,27.4,83.1,11.5,73.9,none,biweekly,3,11,49,11,0.19,2.09
bottle_gourd,upo_round,wet,30.5,81.8,15.8,55.0,none,none,4,12,58,12,3.18,38.16
sponge_gourd,patola_smooth,wet,31.2,81.9,22.1,71.0,chemical,biweekly,4,12,50,12,0.5,6.0
bottle_gourd,upo_long,wet,31.1,74.1,23.6,53.4,chemical,monthly,3,10,55,10,1.09,10.9
bitter_gourd,ampalaya_oblong,dry,28.2,71.7,0.3,50.7,mixed,monthly,5,18,50,18,0.42,7.56
sponge_gourd,patola,dry,27.8,57.5,4.0,57.5,mixed,none,5,18,43,18,0.72,12.96
sponge_gourd,patola,dry,26.0,59.4,1.5,52.8,mixed,none,4,16,47,16,0.7,11.2
sponge_gourd,patola_smooth,dry,26.2,56.3,9.0,54.2,mixed,monthly,4,16,42,16,0.38,6.08
sponge_gourd,patola,dry,24.9,68.1,4.3,54.6,organic,biweekly,4,14,42,14,0.32,4.48
bitter_gourd,ampalaya_bilog,dry,24.8,73.9,6.5,69.6,none,biweekly,4,7,55,7,0.21,1.47
cucumber,pipino_native,dry,31.4,58.5,4.6,74.4,chemical,biweekly,3,6,40,6,0.23,1.38
cucumber,pipino,dry,33.4,58.5,8.7,53.1,none,none,2,1,44,1,0.27,0.27
cucumber,pipino_japanese,wet,27.8,87.4,11.8,52.6,none,weekly,4,10,37,10,0.22,2.2
bottle_gourd,upo_long,wet,29.9,77.7,19.4,63.1,organic,weekly,4,17,57,17,2.5,42.5
sponge_gourd,patola_ridged,dry,26.4,56.7,7.3,52.6,chemical,biweekly,3,8,45,8,0.32,2.56
cucumber,pipino_japanese,dry,33.3,58.8,4.2,72.0,none,weekly,4,9,35,9,0.32,2.88
bitter_gourd,ampalaya_hybrid,wet,31.1,77.0,14.8,78.2,chemical,weekly,3,8,51,8,0.27,2.16
sponge_gourd,patola_ridged,dry,28.7,73.0,8.6,76.8,none,biweekly,3,12,49,12,0.41,4.92
cucumber,pipino_japanese,dry,33.7,56.8,3.5,50.4,none,weekly,3,9,47,9,0.22,1.98
bottle_gourd,upo_round,wet,27.2,85.6,17.0,57.8,mixed,biweekly,5,18,50,18,1.14,20.52
bitter_gourd,ampalaya_hybrid,dry,34.1,66.4,6.9,58.9,mixed,weekly,3,13,47,13,0.31,4.03
cucumber,pipino_native,wet,28.1,82.9,11.6,64.6,none,biweekly,4,8,38,8,0.29,2.32
sponge_gourd,patola,dry,31.7,60.7,8.7,73.3,none,weekly,3,7,46,7,0.39,2.73
sponge_gourd,patola_smooth,wet,30.7,72.0,13.4,54.1,none,weekly,4,4,45,4,0.8,3.2
bitter_gourd,ampalaya_bilog,dry,24.2,56.8,6.2,63.7,none,none,4,11,50,11,0.17,1.87
sponge_gourd,patola,wet,30.7,81.2,20.9,52.7,none,monthly,3,8,48,8,0.3,2.4
sponge_gourd,patola_smooth,wet,29.9,88.3,28.5,72.5,chemical,weekly,4,14,49,14,0.37,5.18
sponge_gourd,patola,wet,26.9,78.3,21.1,52.7,none,monthly,4,9,41,9,0.56,5.04
bottle_gourd,upo_long,dry,26.8,66.2,1.1,67.5,organic,monthly,3,14,53,14,1.44,20.16
cucumber,pipino,dry,27.2,57.3,9.9,58.9,mixed,none,4,8,38,8,0.31,2.48
bottle_gourd,upo_smooth,dry,34.0,74.5,2.5,50.4,organic,biweekly,4,20,55,20,1.09,21.8
cucumber,pipino,wet,29.3,80.0,17.9,52.1,chemical,monthly,4,14,40,14,0.28,3.92
bottle_gourd,upo_long,dry,29.5,66.3,1.1,75.0,mixed,weekly,3,11,57,11,2.12,23.32
cucumber,pipino_japanese,wet,26.2,80.5,25.0,52.8,mixed,weekly,3,10,44,10,0.38,3.8
cucumber,pipino_japanese,dry,29.8,68.8,0.8,58.4,chemical,none,3,12,32,12,0.36,4.32
bitter_gourd,ampalaya_hybrid,wet,27.6,74.4,24.2,61.5,chemical,none,3,15,45,15,0.19,2.85
cucumber,pipino,dry,28.7,71.4,2.4,51.7,mixed,weekly,4,12,35,12,0.19,2.28
bitter_gourd,ampalaya_oblong,dry,27.9,60.6,4.3,57.0,chemical,biweekly,4,16,47,16,0.49,7.84
bottle_gourd,upo_long,dry,25.1,57.5,6.1,62.0,organic,none,4,13,55,13,1.32,17.16
bitter_gourd,ampalaya_bilog,wet,27.5,79.4,11.5,65.2,none,weekly,4,9,44,9,0.25,2.25
bitter_gourd,ampalaya_oblong,wet,27.6,82.8,27.1,72.8,chemical,weekly,4,13,46,13,0.34,4.42
cucumber,pipino,wet,31.7,83.0,23.4,67.1,mixed,none,4,17,37,17,0.32,5.44
bitter_gourd,ampalaya_bilog,wet,27.8,70.7,21.3,60.9,chemical,weekly,4,15,54,15,0.29,4.35
sponge_gourd,patola,dry,33.5,74.7,9.6,70.5,none,none,4,9,44,9,0.43,3.87
bottle_gourd,upo_long,wet,29.2,80.9,22.4,69.8,none,biweekly,4,17,54,17,2.44,41.48
bottle_gourd,upo_long,wet,26.4,83.6,20.8,63.8,organic,monthly,4,13,52,13,2.0,26.0
bottle_gourd,upo_smooth,wet,30.7,70.4,21.8,53.7,organic,none,5,18,57,18,1.6,28.8
sponge_gourd,patola_ridged,wet,28.8,72.6,10.4,79.6,none,monthly,3,9,51,9,0.49,4.41
bottle_gourd,upo_smooth,wet,30.8,77.5,16.0,78.2,organic,biweekly,4,14,49,14,2.17,30.38
cucumber,pipino_japanese,dry,33.5,58.1,7.8,78.3,chemical,monthly,3,6,37,6,0.28,1.68
cucumber,pipino_japanese,wet,29.6,82.1,18.1,59.7,none,monthly,3,7,39,7,0.16,1.12
bottle_gourd,upo_smooth,wet,29.9,85.1,10.9,78.9,organic,biweekly,5,14,49,14,3.11,43.54
sponge_gourd,patola_ridged,wet,26.1,87.5,10.2,55.4,organic,weekly,4,11,45,11,0.61,6.71
cucumber,pipino_native,wet,29.0,80.4,15.4,61.5,mixed,monthly,3,10,36,10,0.29,2.9
bitter_gourd,ampalaya_bilog,wet,29.4,81.3,21.7,57.9,organic,monthly,4,17,53,17,0.29,4.93
cucumber,pipino_japanese,dry,26.2,62.0,1.9,78.7,organic,biweekly,5,14,39,14,0.16,2.24
sponge_gourd,patola_smooth,dry,29.6,65.9,3.9,73.7,organic,weekly,4,16,49,16,0.54,8.64
bitter_gourd,ampalaya_bilog,wet,27.9,84.6,26.8,51.0,mixed,weekly,4,12,43,12,0.15,1.8
cucumber,pipino_native,dry,31.3,69.7,9.6,77.1,organic,weekly,4,12,37,12,0.15,1.8
cucumber,pipino_native,wet,31.5,82.3,29.6,72.5,chemical,weekly,3,4,43,4,0.17,0.68
cucumber,pipino,wet,29.7,80.4,14.1,66.6,chemical,biweekly,4,9,35,9,0.25,2.25
bitter_gourd,ampalaya_oblong,wet,30.2,81.7,17.4,53.1,mixed,weekly,5,15,43,15,0.42,6.3
sponge_gourd,patola,dry,24.0,66.1,4.4,59.2,mixed,biweekly,5,20,42,20,0.51,10.2
bottle_gourd,upo_smooth,dry,34.3,62.4,7.1,67.7,chemical,monthly,4,13,55,13,3.46,44.98
cucumber,pipino,dry,26.6,70.9,9.4,77.2,chemical,biweekly,2,10,39,10,0.32,3.2
sponge_gourd,patola_ridged,dry,34.7,61.7,2.4,72.7,none,monthly,3,5,47,5,0.44,2.2
cucumber,pipino,wet,31.7,85.6,21.5,60.6,chemical,none,3,7,37,7,0.25,1.75
cucumber,pipino_native,dry,25.1,58.0,4.6,61.2,chemical,none,4,8,37,8,0.36,2.88
cucumber,pipino_japanese,wet,30.9,89.2,21.6,55.4,chemical,weekly,3,12,39,12,0.31,3.72
bottle_gourd,upo_smooth,wet,30.7,71.4,23.0,65.1,organic,monthly,4,19,53,19,2.68,50.92
bitter_gourd,ampalaya_hybrid,wet,30.7,71.7,19.1,74.5,none,none,3,10,49,10,0.42,4.2
bitter_gourd,ampalaya_oblong,wet,30.2,87.4,25.2,63.5,mixed,weekly,5,15,51,15,0.19,2.85
sponge_gourd,patola,dry,28.9,74.5,1.0,70.5,none,none,3,7,52,7,0.75,5.25
bottle_gourd,upo_round,wet,30.0,84.9,11.7,68.7,mixed,monthly,4,19,53,19,3.34,63.46
cucumber,pipino_japanese,dry,25.5,72.1,2.9,65.9,mixed,none,5,16,34,16,0.18,2.88
sponge_gourd,patola_ridged,dry,26.7,71.3,4.7,76.7,chemical,weekly,3,6,49,6,0.37,2.22
bottle_gourd,upo_long,dry,30.5,72.2,2.8,53.4,organic,weekly,3,8,61,8,2.37,18.96
cucumber,pipino_japanese,wet,31.1,71.4,23.9,58.5,mixed,monthly,4,11,38,11,0.24,2.64
sponge_gourd,patola_ridged,dry,32.4,70.2,4.2,61.5,mixed,none,4,13,45,13,0.37,4.81
sponge_gourd,patola_ridged,wet,26.1,82.9,14.1,73.7,organic,monthly,4,13,44,13,0.7,9.1
cucumber,pipino_japanese,wet,27.3,81.4,11.6,51.3,none,none,4,12,39,12,0.29,3.48
cucumber,pipino_native,wet,29.0,89.8,21.3,77.5,chemical,weekly,3,11,39,11,0.33,3.63
cucumber,pipino_native,wet,31.8,77.4,16.0,77.7,chemical,monthly,4,13,34,13,0.28,3.64
cucumber,pipino_native,wet,27.3,89.5,11.9,53.0,none,monthly,4,9,39,9,0.39,3.51
sponge_gourd,patola_ridged,wet,27.4,85.8,23.9,75.4,mixed,none,4,16,49,16,0.34,5.44
bitter_gourd,ampalaya_bilog,wet,27.3,88.8,15.2,58.2,chemical,biweekly,4,9,47,9,0.36,3.24
sponge_gourd,patola_ridged,dry,29.6,59.2,0.9,76.8,mixed,biweekly,4,14,45,14,0.36,5.04
cucumber,pipino_japanese,dry,34.2,69.2,8.6,64.4,none,monthly,4,15,42,15,0.18,2.7
sponge_gourd,patola_ridged,dry,34.0,75.0,5.9,67.9,chemical,monthly,4,10,45,10,0.39,3.9
cucumber,pipino_japanese,wet,27.6,85.1,25.1,65.4,none,weekly,4,7,34,7,0.34,2.38
bitter_gourd,ampalaya_hybrid,wet,31.4,77.9,13.2,58.1,organic,weekly,3,7,46,7,0.44,3.08
cucumber,pipino_native,wet,30.2,87.7,12.9,53.3,organic,none,5,20,38,20,0.25,5.0
sponge_gourd,patola,wet,26.7,72.5,15.9,77.9,mixed,monthly,4,17,47,17,0.74,12.58
cucumber,pipino,wet,30.7,75.7,17.7,66.1,chemical,none,3,10,43,10,0.17,1.7
bitter_gourd,ampalaya_hybrid,wet,31.2,87.3,22.9,74.4,organic,biweekly,4,12,49,12,0.28,3.36
bitter_gourd,ampalaya_bilog,dry,28.6,68.1,8.9,62.9,organic,weekly,4,15,48,15,0.16,2.4
cucumber,pipino_native,wet,27.5,80.1,27.7,59.1,none,weekly,4,12,37,12,0.16,1.92
bitter_gourd,ampalaya_oblong,wet,27.1,80.6,28.6,50.2,chemical,none,4,7,46,7,0.4,2.8
sponge_gourd,patola,dry,31.3,63.5,0.2,78.0,none,monthly,5,14,45,14,0.46,6.44
bitter_gourd,ampalaya_hybrid,dry,28.1,70.3,3.6,77.7,none,monthly,3,8,50,8,0.48,3.84
cucumber,pipino_japanese,dry,30.6,60.6,8.2,61.7,none,weekly,2,2,39,2,0.36,0.72
bitter_gourd,ampalaya_oblong,wet,29.9,85.5,20.5,68.8,none,monthly,3,8,52,8,0.3,2.4
sponge_gourd,patola_smooth,wet,29.8,74.9,16.7,77.9,none,monthly,4,11,47,11,0.4,4.4
bottle_gourd,upo_round,wet,30.2,82.0,22.4,51.7,none,weekly,4,10,55,10,1.93,19.3
bitter_gourd,ampalaya_oblong,dry,28.2,67.0,10.0,64.1,none,biweekly,5,15,48,15,0.38,5.7
bottle_gourd,upo_round,dry,26.2,63.6,4.8,78.2,mixed,biweekly,4,16,56,16,2.86,45.76
sponge_gourd,patola,dry,26.8,56.1,3.4,79.3,organic,none,3,8,51,8,0.43,3.44
cucumber,pipino_native,wet,30.0,89.3,13.7,54.3,none,biweekly,4,8,43,8,0.34,2.72
bitter_gourd,ampalaya_oblong,dry,33.0,67.5,1.3,71.8,organic,weekly,4,10,40,10,0.4,4.0
sponge_gourd,patola_ridged,dry,24.7,67.0,5.2,51.9,chemical,biweekly,4,12,43,12,0.49,5.88
cucumber,pipino_native,wet,26.5,73.4,20.5,74.5,organic,biweekly,4,21,36,21,0.25,5.25
bitter_gourd,ampalaya_hybrid,dry,31.6,68.0,9.5,75.1,organic,monthly,4,16,49,16,0.22,3.52
cucumber,pipino_japanese,wet,31.7,72.9,12.2,59.9,chemical,biweekly,3,11,38,11,0.24,2.64
sponge_gourd,patola_smooth,wet,27.4,86.4,24.7,66.9,mixed,monthly,4,14,40,14,0.65,9.1
cucumber,pipino_native,wet,30.2,79.9,11.9,60.6,mixed,biweekly,5,17,37,17,0.37,6.29
bitter_gourd,ampalaya_oblong,dry,33.3,67.3,5.6,61.9,chemical,none,4,17,48,17,0.24,4.08
bitter_gourd,ampalaya_hybrid,dry,34.5,67.2,9.5,71.5,none,weekly,3,8,48,8,0.4,3.2
sponge_gourd,patola_ridged,dry,30.6,63.3,6.8,78.4,organic,biweekly,3,4,47,4,0.52,2.08
sponge_gourd,patola_ridged,wet,31.6,87.0,21.9,66.8,organic,biweekly,3,11,47,11,0.71,7.81
sponge_gourd,patola_smooth,dry,30.9,72.1,7.3,66.0,chemical,biweekly,3,6,48,6,0.74,4.44
sponge_gourd,patola_smooth,dry,31.5,59.5,8.0,54.2,organic,monthly,4,14,44,14,0.79,11.06
sponge_gourd,patola_ridged,dry,24.0,62.9,8.9,59.4,chemical,none,3,6,53,6,0.44,2.64
cucumber,pipino_japanese,dry,33.0,62.1,2.8,71.4,organic,biweekly,4,13,35,13,0.18,2.34
bitter_gourd,ampalaya_hybrid,dry,32.3,59.7,1.0,78.3,mixed,weekly,5,17,43,17,0.45,7.65
sponge_gourd,patola,dry,30.9,67.5,9.8,76.3,none,biweekly,4,11,50,11,0.65,7.15
bottle_gourd,upo_smooth,wet,26.4,73.0,28.0,67.2,none,none,3,12,61,12,2.38,28.56
cucumber,pipino_japanese,dry,25.9,67.6,5.5,71.3,none,biweekly,4,13,37,13,0.21,2.73
sponge_gourd,patola_smooth,dry,29.7,68.0,6.3,75.0,organic,weekly,4,16,46,16,0.42,6.72
bottle_gourd,upo_round,dry,30.0,58.3,1.8,64.5,chemical,weekly,4,15,59,15,1.24,18.6
cucumber,pipino_japanese,wet,30.7,75.0,19.6,73.6,none,monthly,4,10,40,10,0.34,3.4
cucumber,pipino_native,wet,31.5,82.5,23.4,52.8,mixed,weekly,5,18,37,18,0.24,4.32
bitter_gourd,ampalaya_hybrid,wet,31.5,86.5,22.8,74.5,organic,weekly,4,19,49,19,0.36,6.84
cucumber,pipino_japanese,wet,26.0,73.7,20.4,77.5,mixed,monthly,3,18,36,18,0.2,3.6
bottle_gourd,upo_long,wet,27.7,83.0,16.6,76.6,mixed,weekly,4,13,54,13,1.1,14.3
bottle_gourd,upo_long,dry,27.1,59.7,6.3,51.8,chemical,monthly,3,11,60,11,1.6,17.6
cucumber,pipino_japanese,wet,29.2,85.6,13.9,74.2,organic,monthly,4,9,42,9,0.15,1.35
bitter_gourd,ampalaya_bilog,dry,24.4,58.1,3.8,62.5,chemical,biweekly,3,7,48,7,0.15,1.05
bitter_gourd,ampalaya_bilog,dry,29.3,65.5,1.6,77.8,chemical,biweekly,4,14,48,14,0.26,3.64
cucumber,pipino,dry,32.0,55.6,7.8,58.8,organic,weekly,5,18,41,18,0.31,5.58
bottle_gourd,upo_smooth,wet,26.7,88.0,11.2,52.2,chemical,weekly,4,10,50,10,3.01,30.1
bottle_gourd,upo_smooth,wet,28.8,78.3,14.2,77.0,mixed,monthly,4,15,52,15,2.53,37.95
sponge_gourd,patola_smooth,dry,31.3,57.9,1.9,78.5,chemical,weekly,3,9,48,9,0.79,7.11
bitter_gourd,ampalaya_hybrid,wet,26.5,82.5,26.7,52.1,organic,weekly,5,15,42,15,0.3,4.5
cucumber,pipino,wet,27.9,80.9,18.1,63.2,organic,monthly,5,16,35,16,0.26,4.16
bottle_gourd,upo_smooth,dry,29.4,62.1,5.1,55.2,mixed,none,5,19,55,19,2.46,46.74
sponge_gourd,patola_smooth,wet,30.9,78.2,24.7,71.5,organic,weekly,4,13,42,13,0.44,5.72
sponge_gourd,patola_ridged,dry,26.8,66.7,2.6,68.1,mixed,monthly,4,8,46,8,0.46,3.68
cucumber,pipino_japanese,dry,26.6,66.5,2.9,72.7,mixed,none,5,20,38,20,0.33,6.6
bitter_gourd,ampalaya_hybrid,wet,26.7,71.1,21.0,61.0,mixed,weekly,4,18,43,18,0.35,6.3
cucumber,pipino,wet,26.8,81.2,26.9,64.2,mixed,weekly,4,9,35,9,0.24,2.16
cucumber,pipino_japanese,dry,26.1,68.1,6.5,73.9,none,weekly,4,11,40,11,0.19,2.09
sponge_gourd,patola,wet,29.5,79.8,26.3,75.0,mixed,none,5,16,40,16,0.68,10.88
bitter_gourd,ampalaya_oblong,wet,31.3,89.2,11.0,76.7,chemical,none,4,11,47,11,0.44,4.84
cucumber,pipino_japanese,wet,28.4,81.5,15.9,53.7,organic,monthly,4,15,35,15,0.3,4.5
sponge_gourd,patola_smooth,dry,30.1,62.0,2.6,74.8,organic,biweekly,4,17,49,17,0.32,5.44
sponge_gourd,patola,wet,31.7,87.3,27.2,77.5,chemical,none,4,6,46,6,0.64,3.84
sponge_gourd,patola_smooth,wet,28.0,74.3,23.7,72.1,chemical,biweekly,4,13,42,13,0.61,7.93
cucumber,pipino_native,wet,28.4,70.5,28.2,65.6,organic,none,4,15,34,15,0.37,5.55
bottle_gourd,upo_round,wet,31.0,70.9,23.5,56.6,mixed,monthly,4,12,54,12,1.43,17.16
bitter_gourd,ampalaya_oblong,dry,33.3,59.4,2.3,65.9,chemical,weekly,4,13,45,13,0.18,2.34
sponge_gourd,patola_smooth,dry,31.6,74.5,4.8,50.5,none,none,3,10,50,10,0.44,4.4
bottle_gourd,upo_smooth,wet,30.0,72.7,15.5,58.2,organic,none,4,13,54,13,1.58,20.54
bitter_gourd,ampalaya_hybrid,dry,32.1,63.6,9.2,57.4,mixed,biweekly,5,13,45,13,0.15,1.95
bitter_gourd,ampalaya_bilog,dry,32.5,62.6,0.4,74.1,mixed,none,4,16,49,16,0.47,7.52
bottle_gourd,upo_round,wet,26.2,84.4,13.3,69.9,mixed,weekly,3,9,60,9,2.78,25.02
cucumber,pipino_japanese,wet,29.4,85.0,12.5,63.0,organic,weekly,4,18,41,18,0.28,5.04
bitter_gourd,ampalaya_oblong,dry,29.4,68.5,1.0,62.0,chemical,biweekly,4,13,46,13,0.42,5.46
bottle_gourd,upo_round,dry,28.1,70.1,4.0,63.3,mixed,weekly,4,13,51,13,3.1,40.3
cucumber,pipino_japanese,wet,29.7,80.2,11.1,65.0,none,none,3,6,36,6,0.33,1.98
sponge_gourd,patola_ridged,wet,29.8,83.6,18.2,72.1,organic,biweekly,4,18,46,18,0.31,5.58
bitter_gourd,ampalaya_hybrid,wet,30.9,89.2,11.8,68.5,none,weekly,4,12,49,12,0.42,5.04
bottle_gourd,upo_smooth,wet,28.4,86.1,11.2,78.1,organic,biweekly,4,15,53,15,1.96,29.4
bitter_gourd,ampalaya_bilog,dry,26.4,65.4,5.0,60.2,organic,monthly,3,10,47,10,0.18,1.8
cucumber,pipino,wet,31.0,77.9,27.6,73.1,chemical,none,4,15,37,15,0.33,4.95
cucumber,pipino,wet,31.6,76.2,22.3,61.3,chemical,weekly,3,6,40,6,0.22,1.32
cucumber,pipino,dry,30.5,68.0,1.6,77.7,organic,weekly,5,15,37,15,0.2,3.0
bitter_gourd,ampalaya_hybrid,dry,28.0,63.7,3.7,70.4,chemical,biweekly,4,11,55,11,0.32,3.52
cucumber,pipino_japanese,dry,33.7,67.8,2.7,54.5,mixed,weekly,4,14,44,14,0.17,2.38
sponge_gourd,patola,dry,32.7,55.8,6.2,57.3,organic,monthly,4,18,47,18,0.38,6.84
cucumber,pipino,wet,27.0,75.9,25.0,63.5,organic,none,5,23,34,23,0.32,7.36
sponge_gourd,patola_smooth,wet,30.2,86.9,13.4,79.8,organic,biweekly,4,16,45,16,0.6,9.6
bitter_gourd,ampalaya_oblong,wet,28.3,74.4,23.9,60.5,chemical,monthly,3,12,56,12,0.23,2.76
bitter_gourd,ampalaya_bilog,dry,33.9,59.9,1.1,51.4,none,monthly,4,9,49,9,0.45,4.05
cucumber,pipino,dry,33.4,66.9,0.1,76.5,mixed,none,4,18,37,18,0.36,6.48
bitter_gourd,ampalaya_oblong,dry,33.6,56.0,0.2,63.2,chemical,none,3,7,51,7,0.34,2.38
cucumber,pipino_native,wet,26.6,80.6,20.6,75.7,chemical,weekly,3,9,36,9,0.17,1.53
sponge_gourd,patola_smooth,dry,28.8,69.0,5.8,54.3,organic,weekly,4,18,46,18,0.44,7.92
cucumber,pipino_japanese,wet,28.9,74.8,21.2,60.7,mixed,none,4,13,41,13,0.22,2.86
cucumber,pipino_japanese,dry,30.7,59.7,3.2,67.0,chemical,monthly,3,7,38,7,0.21,1.47
sponge_gourd,patola_smooth,wet,30.9,71.8,21.8,63.7,none,none,4,11,43,11,0.8,8.8
bitter_gourd,ampalaya_bilog,wet,29.3,75.5,18.7,70.0,mixed,weekly,4,16,52,16,0.38,6.08
cucumber,pipino_native,wet,31.6,83.7,10.6,72.6,chemical,biweekly,3,7,41,7,0.2,1.4
cucumber,pipino_native,dry,33.0,71.1,6.6,59.0,mixed,weekly,4,14,37,14,0.23,3.22
cucumber,pipino,wet,26.1,89.3,12.7,62.7,chemical,none,4,10,34,10,0.33,3.3
bottle_gourd,upo_long,wet,31.3,78.7,19.6,63.7,chemical,weekly,3,9,57,9,2.39,21.51
bitter_gourd,ampalaya_hybrid,wet,29.1,77.1,21.0,78.4,organic,none,4,16,43,16,0.31,4.96
sponge_gourd,patola_ridged,wet,29.4,89.4,15.3,57.7,none,monthly,3,10,47,10,0.59,5.9
cucumber,pipino_native,dry,27.5,65.6,6.3,73.3,organic,biweekly,4,17,41,17,0.2,3.4
cucumber,pipino_native,wet,28.5,88.2,22.1,77.8,organic,biweekly,4,16,35,16,0.21,3.36
cucumber,pipino_native,dry,27.7,73.6,5.9,78.2,mixed,biweekly,5,18,33,18,0.31,5.58
bottle_gourd,upo_smooth,dry,34.5,73.9,7.6,61.7,none,none,4,9,57,9,1.22,10.98
bitter_gourd,ampalaya_bilog,dry,31.9,56.6,6.4,67.5,mixed,none,4,15,47,15,0.3,4.5
sponge_gourd,patola_smooth,wet,30.6,74.5,20.7,71.2,none,biweekly,4,11,48,11,0.67,7.37
cucumber,pipino_japanese,wet,31.9,75.1,24.8,62.2,none,weekly,4,11,40,11,0.21,2.31
bitter_gourd,ampalaya_bilog,wet,30.6,78.4,11.6,79.8,none,biweekly,4,12,50,12,0.33,3.96
bottle_gourd,upo_long,dry,33.9,57.9,6.7,71.1,chemical,monthly,4,12,55,12,2.62,31.44
sponge_gourd,patola_ridged,wet,26.7,75.3,20.4,58.1,none,monthly,3,10,49,10,0.72,7.2
cucumber,pipino,wet,31.8,73.5,11.5,63.0,none,none,3,8,39,8,0.28,2.24
cucumber,pipino,dry,30.5,56.9,9.8,53.9,organic,none,4,18,34,18,0.3,5.4
bitter_gourd,ampalaya_hybrid,wet,29.5,85.8,22.2,51.8,none,monthly,3,4,50,4,0.37,1.48
