gourd_type,variety_name,season,avg_temperature,avg_humidity,sunlight_hours,soil_moisture,fertilizer_type,plant_health_score,vine_length_cm,leaf_count,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate
cucumber,pipino_japanese,wet,31.3,87.6,5.5,64.9,mixed,4,250.9,43,52,23,0,23,11,0.527
bitter_gourd,ampalaya_hybrid,wet,26.2,83.6,6.5,56.2,none,4,589.3,100,78,26,1,26,12,0.408
bottle_gourd,upo_round,wet,31.7,71.2,4.1,71.6,mixed,3,364.1,56,35,16,0,14,7,0.361
bitter_gourd,ampalaya_bilog,wet,31.6,82.3,6.5,73.1,mixed,5,422.9,79,82,26,0,26,14,0.601
cucumber,pipino_native,dry,24.9,71.5,8.4,76.2,chemical,4,487.8,80,55,27,0,23,9,0.46
sponge_gourd,patola_smooth,dry,30.1,59.7,9.1,63.4,none,3,345.3,61,21,8,1,5,1,0.371
bitter_gourd,ampalaya_bilog,wet,26.4,83.1,6.8,70.9,mixed,3,403.9,69,80,23,0,19,11,0.471
bottle_gourd,upo_round,dry,24.6,58.8,7.6,54.9,none,3,428.9,75,53,23,0,19,8,0.3
squash,kalabasa_hybrid,wet,27.1,84.7,6.5,55.6,organic,4,208.0,39,6,2,1,2,0,0.662
bitter_gourd,ampalaya_bilog,dry,24.5,71.3,8.4,57.0,none,3,491.6,83,67,21,0,17,8,0.379
squash,kalabasa_hybrid,wet,27.6,79.8,4.4,73.7,organic,4,555.3,94,84,24,1,24,18,0.662
bitter_gourd,ampalaya_oblong,wet,29.9,72.3,6.2,77.0,chemical,4,557.7,99,79,22,1,19,10,0.571
squash,kalabasa,dry,28.5,61.6,8.4,79.3,organic,3,445.5,78,39,14,0,13,4,0.491
squash,kalabasa_native,wet,27.7,70.2,5.8,79.8,organic,5,725.5,100,93,27,0,26,19,0.642
cucumber,pipino_japanese,wet,26.1,78.9,4.0,58.1,mixed,3,293.6,51,55,24,0,24,13,0.454
squash,kalabasa_hybrid,wet,27.6,88.9,7.0,59.6,none,4,438.5,75,31,11,1,7,1,0.345
bottle_gourd,upo_round,wet,31.9,86.2,7.0,75.9,chemical,3,448.8,77,38,12,1,10,7,0.456
bitter_gourd,ampalaya_oblong,dry,24.2,74.2,7.9,51.6,none,3,172.8,33,15,5,0,1,1,0.361
bitter_gourd,ampalaya_bilog,wet,30.1,71.1,4.0,52.3,organic,4,384.6,69,30,11,1,8,8,0.747
bitter_gourd,ampalaya_oblong,dry,27.0,60.4,7.2,76.1,none,3,251.5,46,24,9,1,7,1,0.446
bitter_gourd,ampalaya_oblong,dry,28.5,69.8,7.5,63.5,mixed,4,447.5,64,69,25,1,22,16,0.667
squash,kalabasa,dry,27.8,55.7,7.7,70.7,chemical,3,508.8,96,65,20,0,16,7,0.44
bitter_gourd,ampalaya_bilog,wet,30.1,81.3,5.0,76.2,mixed,5,501.2,80,65,22,1,22,16,0.777
sponge_gourd,patola,dry,24.4,73.4,7.9,52.9,mixed,4,535.8,89,73,30,0,28,14,0.528
squash,kalabasa_hybrid,wet,30.1,80.3,4.7,60.7,mixed,4,747.3,100,91,29,1,27,18,0.633
squash,kalabasa_hybrid,wet,30.5,87.0,5.5,52.0,chemical,4,1086.1,100,102,30,1,26,16,0.55
bottle_gourd,upo_smooth,wet,29.8,70.2,6.1,78.4,none,4,477.4,90,7,2,1,1,1,0.431
sponge_gourd,patola_smooth,wet,26.8,75.8,5.5,66.5,mixed,5,832.5,100,87,30,0,28,19,0.648
squash,kalabasa,wet,31.5,89.1,6.0,73.9,mixed,5,785.3,100,61,20,1,16,12,0.62
bottle_gourd,upo_round,wet,30.0,77.5,4.1,59.7,organic,4,523.3,82,29,10,1,8,5,0.598
sponge_gourd,patola,wet,29.6,85.0,6.0,73.1,none,3,409.4,71,52,24,1,24,9,0.434
bottle_gourd,upo_long,dry,27.7,63.0,7.6,65.3,none,3,425.7,77,23,8,1,8,4,0.417
squash,kalabasa,dry,31.6,63.6,8.3,74.2,organic,5,461.1,70,42,12,0,9,6,0.555
sponge_gourd,patola,wet,29.0,86.8,6.8,76.0,none,4,539.6,94,44,15,1,13,3,0.382
sponge_gourd,patola_smooth,dry,27.6,55.6,9.5,52.0,none,2,236.2,38,27,11,1,10,3,0.303
sponge_gourd,patola,wet,30.9,80.9,7.0,55.5,chemical,3,404.2,65,33,16,1,16,6,0.468
bottle_gourd,upo_smooth,dry,27.5,73.3,9.3,61.7,mixed,5,787.0,100,80,30,1,27,19,0.674
bitter_gourd,ampalaya_bilog,dry,28.2,57.3,7.9,79.6,organic,5,310.5,50,63,18,0,15,10,0.598
cucumber,pipino,wet,31.3,78.1,4.0,74.4,none,4,309.7,52,41,27,1,25,12,0.451
bitter_gourd,ampalaya_oblong,wet,27.4,74.6,6.8,62.6,organic,4,204.3,29,4,1,1,1,0,0.667
cucumber,pipino_native,wet,26.5,72.7,6.3,61.5,mixed,4,430.8,67,69,30,0,29,13,0.492
sponge_gourd,patola_smooth,dry,30.2,73.8,9.7,67.3,organic,4,695.0,100,83,30,1,27,15,0.645
sponge_gourd,patola_smooth,wet,28.7,82.7,6.8,79.4,mixed,4,634.2,95,51,19,1,15,12,0.734
squash,kalabasa_native,dry,31.3,64.1,9.7,55.6,chemical,3,382.8,72,35,12,1,8,4,0.562
cucumber,pipino_japanese,dry,28.7,63.7,8.9,64.1,none,2,249.8,40,21,10,1,10,5,0.384
sponge_gourd,patola_smooth,wet,26.0,70.3,6.4,66.9,organic,4,802.4,100,72,30,1,29,16,0.583
cucumber,pipino,wet,29.1,75.2,5.3,65.0,organic,4,405.2,64,37,17,0,16,11,0.533
bitter_gourd,ampalaya_bilog,wet,26.3,75.2,4.8,73.2,none,4,450.3,79,79,27,1,25,11,0.41
sponge_gourd,patola_ridged,wet,31.8,73.8,4.7,79.4,none,4,272.0,48,22,10,1,8,2,0.429
sponge_gourd,patola_smooth,dry,29.1,69.3,8.3,73.8,mixed,3,223.6,45,4,2,1,2,0,0.637
squash,kalabasa_native,dry,27.9,55.2,7.4,65.4,mixed,5,724.9,100,39,13,0,10,7,0.492
squash,kalabasa_hybrid,wet,27.8,72.9,6.6,53.9,organic,4,406.1,60,18,5,1,1,0,0.76
bottle_gourd,upo_smooth,wet,30.7,73.5,5.4,75.4,chemical,3,613.9,100,49,20,1,18,7,0.48
cucumber,pipino_japanese,wet,30.1,75.2,4.2,57.9,mixed,4,255.8,36,45,22,1,18,9,0.56
bitter_gourd,ampalaya_bilog,dry,31.5,63.4,9.1,74.6,mixed,4,612.5,100,95,30,0,27,16,0.552
cucumber,pipino_native,dry,26.1,64.6,8.8,55.0,mixed,4,536.3,89,67,30,0,27,12,0.48
bottle_gourd,upo_long,wet,26.3,72.2,5.4,74.2,mixed,3,503.6,81,45,17,1,16,8,0.56
squash,kalabasa_native,dry,31.3,71.2,8.0,61.0,none,4,321.8,52,15,5,1,4,0,0.552
squash,kalabasa_hybrid,dry,32.9,59.7,8.1,75.0,none,5,716.5,100,70,21,1,19,9,0.506
bottle_gourd,upo_round,wet,30.8,72.5,4.9,76.0,none,4,967.5,100,64,30,0,28,9,0.352
squash,kalabasa_hybrid,wet,28.1,84.8,4.5,61.0,organic,4,771.6,100,69,18,1,15,12,0.698
squash,kalabasa_hybrid,wet,27.7,89.3,6.5,78.1,chemical,4,999.0,100,72,26,1,23,10,0.514
cucumber,pipino,dry,33.8,67.0,7.1,62.1,mixed,3,183.4,29,6,3,0,3,2,0.418
sponge_gourd,patola_ridged,wet,26.3,86.0,7.0,66.9,none,4,262.1,49,12,6,1,5,0,0.451
cucumber,pipino_native,wet,30.3,75.0,5.9,69.7,none,2,169.1,34,27,12,0,9,3,0.3
cucumber,pipino_japanese,wet,31.3,80.8,5.4,55.1,chemical,3,368.8,62,37,24,0,21,11,0.446
cucumber,pipino,wet,30.5,72.1,4.4,54.8,none,3,192.9,32,14,7,0,3,1,0.345
cucumber,pipino_japanese,dry,24.7,59.6,7.4,72.3,chemical,3,355.8,54,30,19,0,16,5,0.364
squash,kalabasa_hybrid,dry,33.1,72.2,7.2,74.3,none,4,821.0,100,83,29,1,26,14,0.491
squash,kalabasa,wet,29.0,80.2,5.4,75.5,chemical,4,673.5,100,44,17,1,16,7,0.511
sponge_gourd,patola_ridged,dry,28.4,69.3,9.0,61.8,chemical,4,354.3,48,41,15,1,15,10,0.514
bottle_gourd,upo_smooth,wet,29.8,89.8,4.8,51.9,none,4,980.5,100,72,26,1,24,7,0.382
bottle_gourd,upo_round,wet,31.3,83.3,5.3,76.1,mixed,5,595.9,100,51,17,1,16,9,0.623
squash,kalabasa_native,dry,26.3,68.5,7.4,71.0,chemical,3,241.2,36,23,6,0,3,1,0.414
cucumber,pipino_native,dry,24.8,71.8,7.8,56.7,organic,5,567.4,98,53,30,1,27,15,0.624
bitter_gourd,ampalaya_hybrid,dry,32.9,57.8,7.7,51.4,none,4,476.8,83,56,15,0,13,5,0.475
bitter_gourd,ampalaya_oblong,wet,31.1,80.3,4.0,71.6,none,3,454.0,80,84,21,0,19,4,0.3
cucumber,pipino_japanese,dry,30.7,62.3,10.0,73.7,mixed,5,261.0,42,40,17,0,13,8,0.545
cucumber,pipino_native,dry,29.5,74.5,7.7,58.7,chemical,3,280.2,40,63,27,1,25,12,0.458
squash,kalabasa,wet,26.2,71.1,5.7,59.7,organic,3,350.3,58,38,11,1,8,7,0.676
squash,kalabasa_hybrid,wet,29.5,88.9,4.7,69.6,mixed,4,908.0,100,86,30,1,26,13,0.546
bitter_gourd,ampalaya_oblong,wet,26.2,74.0,4.2,51.7,mixed,4,470.5,85,70,23,1,22,13,0.628
squash,kalabasa,wet,27.9,83.9,5.0,57.3,none,3,517.4,79,15,5,0,5,2,0.3
sponge_gourd,patola,wet,29.0,71.4,5.4,58.7,chemical,4,283.6,42,37,14,0,11,5,0.404
cucumber,pipino,wet,28.8,83.9,4.3,52.6,mixed,4,319.2,55,65,27,0,23,14,0.551
cucumber,pipino,dry,31.2,67.2,7.1,53.8,none,3,266.8,46,34,21,0,18,5,0.382
bitter_gourd,ampalaya_hybrid,dry,27.6,69.6,9.4,54.5,organic,4,540.6,87,91,25,1,22,14,0.605
sponge_gourd,patola_smooth,wet,28.4,74.1,6.7,78.9,chemical,4,416.9,67,56,26,0,23,11,0.528
cucumber,pipino,wet,28.7,79.6,6.9,75.0,chemical,2,131.9,26,5,2,1,2,0,0.522
cucumber,pipino,dry,34.1,57.6,8.4,53.4,organic,4,416.5,68,38,21,0,21,10,0.489
sponge_gourd,patola_smooth,wet,26.4,72.8,5.9,50.6,chemical,3,461.7,77,58,23,1,19,7,0.496
cucumber,pipino_japanese,dry,24.2,67.9,7.8,60.3,none,4,210.4,37,11,6,0,2,0,0.513
sponge_gourd,patola_ridged,dry,26.3,61.7,8.6,72.7,mixed,4,607.8,100,42,20,1,17,7,0.512
bitter_gourd,ampalaya_oblong,wet,28.9,78.1,6.8,52.7,mixed,3,306.1,46,28,11,1,8,2,0.531
squash,kalabasa_native,dry,33.1,56.7,8.4,64.3,mixed,4,566.3,88,76,26,0,26,9,0.407
squash,kalabasa,wet,27.3,76.9,5.6,62.7,mixed,5,694.8,100,79,24,1,21,15,0.777
squash,kalabasa,dry,25.1,60.3,9.2,52.4,chemical,3,428.5,82,8,3,1,3,0,0.463
bitter_gourd,ampalaya_hybrid,dry,31.6,66.6,7.7,69.7,none,4,635.1,100,107,30,1,27,13,0.447
bitter_gourd,ampalaya_oblong,wet,26.3,76.1,4.4,61.0,none,3,435.0,76,91,24,0,23,8,0.351
squash,kalabasa_hybrid,dry,24.2,57.8,7.3,72.5,none,3,278.3,45,22,7,0,4,0,0.342
cucumber,pipino_native,dry,24.4,70.8,9.3,62.4,mixed,4,214.9,30,33,16,1,15,8,0.585
sponge_gourd,patola_smooth,wet,31.2,83.9,4.7,61.7,chemical,3,394.9,58,48,23,1,20,10,0.427
bottle_gourd,upo_long,wet,30.3,88.8,4.3,58.5,none,4,683.4,100,60,20,0,16,4,0.313
squash,kalabasa_hybrid,dry,29.4,74.0,7.2,67.3,mixed,4,678.3,100,56,18,0,18,12,0.597
bitter_gourd,ampalaya_bilog,wet,29.1,81.4,4.5,76.9,organic,4,583.2,98,105,29,0,28,14,0.528
sponge_gourd,patola,wet,28.7,88.0,4.8,68.1,chemical,3,432.0,78,54,18,1,17,10,0.488
cucumber,pipino_japanese,wet,31.5,76.6,4.6,52.9,chemical,2,244.3,41,43,20,1,17,9,0.509
bitter_gourd,ampalaya_oblong,dry,33.1,70.8,8.1,65.1,chemical,3,361.1,66,49,14,1,12,7,0.491
cucumber,pipino,dry,31.5,74.9,8.0,58.4,organic,5,461.8,80,64,30,1,29,18,0.67
bottle_gourd,upo_smooth,dry,30.2,63.9,8.0,61.4,mixed,4,457.1,73,39,15,1,12,8,0.603
sponge_gourd,patola_smooth,dry,25.1,60.2,8.5,57.3,chemical,2,249.4,48,23,8,0,6,3,0.328
cucumber,pipino_native,wet,26.4,89.0,5.8,57.3,none,3,138.7,20,7,4,0,1,0,0.406
sponge_gourd,patola,dry,30.2,63.1,8.5,68.6,chemical,3,471.6,69,70,30,0,27,11,0.418
bottle_gourd,upo_long,wet,29.7,77.0,7.0,70.6,chemical,3,419.2,73,56,24,0,22,9,0.478
bitter_gourd,ampalaya_bilog,wet,30.8,82.2,6.4,67.5,mixed,4,402.2,68,97,29,0,29,17,0.553
cucumber,pipino,dry,28.4,57.6,9.9,71.7,mixed,5,398.9,69,54,25,0,24,14,0.652
bitter_gourd,ampalaya_bilog,dry,30.0,63.7,9.7,66.8,none,4,583.1,100,116,30,0,30,15,0.428
squash,kalabasa_native,wet,27.9,70.3,6.3,50.2,chemical,2,326.7,53,44,13,0,9,5,0.485
sponge_gourd,patola,wet,31.6,70.0,6.6,65.1,none,4,352.4,55,4,2,1,1,0,0.421
sponge_gourd,patola_ridged,wet,26.2,83.9,6.1,78.6,chemical,4,349.3,61,25,11,1,11,5,0.474
bitter_gourd,ampalaya_oblong,wet,31.9,84.6,6.3,50.7,mixed,4,253.5,48,32,10,0,6,5,0.507
bottle_gourd,upo_round,dry,24.1,65.8,7.4,54.6,none,3,490.6,79,38,12,0,9,4,0.363
cucumber,pipino_japanese,dry,28.8,65.5,9.7,68.0,mixed,4,412.1,69,71,30,1,26,19,0.652
bottle_gourd,upo_smooth,wet,29.6,89.8,4.8,71.6,none,4,377.9,57,25,10,1,7,2,0.442
sponge_gourd,patola_smooth,dry,31.4,56.1,8.8,76.7,mixed,4,296.6,51,21,7,1,7,6,0.518
cucumber,pipino,wet,31.1,80.5,6.4,51.3,mixed,5,215.9,39,24,12,1,8,5,0.599
bottle_gourd,upo_round,dry,33.9,70.6,8.9,72.8,none,3,403.5,61,31,12,1,9,5,0.334
sponge_gourd,patola_ridged,wet,29.3,85.2,4.2,56.8,mixed,4,270.2,49,8,4,0,1,0,0.508
sponge_gourd,patola,wet,31.5,88.7,4.4,70.8,organic,3,225.8,27,10,4,1,3,0,0.593
sponge_gourd,patola_ridged,dry,26.5,59.4,7.4,68.5,chemical,3,208.9,33,6,3,0,3,0,0.419
bitter_gourd,ampalaya_oblong,wet,30.4,76.2,5.7,66.5,none,3,421.0,75,43,12,0,11,4,0.381
squash,kalabasa,dry,28.3,74.1,7.2,52.2,chemical,3,526.2,81,75,19,0,16,5,0.397
sponge_gourd,patola_ridged,dry,32.4,56.4,9.7,79.2,organic,4,312.1,51,18,7,0,7,4,0.589
squash,kalabasa,wet,31.1,71.6,5.2,59.7,none,4,543.6,94,54,15,0,12,5,0.405
sponge_gourd,patola,dry,33.3,70.2,9.6,77.6,mixed,5,424.5,70,27,11,0,9,3,0.477
bitter_gourd,ampalaya_bilog,dry,29.0,55.1,10.0,71.2,chemical,4,392.4,73,82,21,1,19,12,0.57
squash,kalabasa_hybrid,dry,34.5,66.9,8.7,55.2,mixed,5,814.5,100,114,30,1,29,19,0.635
squash,kalabasa,dry,24.2,56.7,8.1,58.0,organic,4,425.6,72,16,5,0,3,3,0.552
squash,kalabasa_native,wet,27.3,83.3,4.4,52.6,organic,4,728.4,100,102,30,0,30,16,0.58
bitter_gourd,ampalaya_hybrid,dry,24.3,70.3,8.9,77.5,none,4,233.1,39,3,1,1,1,1,0.366
cucumber,pipino_japanese,wet,26.7,70.1,6.6,51.9,none,4,417.6,67,58,27,1,24,12,0.448
bitter_gourd,ampalaya_oblong,wet,30.3,88.1,6.5,51.2,none,4,789.9,100,99,28,0,25,8,0.346
cucumber,pipino_native,wet,29.7,83.8,6.9,64.3,organic,3,485.5,88,45,29,1,28,17,0.555
sponge_gourd,patola_smooth,dry,29.4,74.0,8.2,74.7,mixed,4,602.8,99,76,28,1,25,15,0.577
bottle_gourd,upo_smooth,wet,31.4,89.4,6.8,52.6,organic,3,524.5,75,51,21,0,18,11,0.476
bottle_gourd,upo_long,wet,30.5,71.0,5.0,56.2,organic,5,799.3,100,87,30,1,29,21,0.734
bitter_gourd,ampalaya_oblong,dry,30.0,73.6,8.8,77.3,chemical,3,381.4,61,78,22,0,18,10,0.531
sponge_gourd,patola,wet,27.7,70.4,4.6,57.3,mixed,4,390.3,65,17,6,1,2,2,0.447
sponge_gourd,patola_ridged,dry,30.5,64.8,8.8,64.1,chemical,3,361.1,56,20,9,1,9,6,0.394
bottle_gourd,upo_long,wet,26.8,81.5,4.6,65.6,chemical,4,652.6,100,65,29,1,26,15,0.56
bottle_gourd,upo_round,dry,32.2,64.0,9.4,67.6,chemical,4,478.4,79,32,16,1,16,7,0.588
sponge_gourd,patola_smooth,dry,34.3,72.5,9.7,78.4,mixed,4,327.9,50,24,10,1,8,6,0.657
bottle_gourd,upo_smooth,wet,30.9,73.6,5.6,53.2,organic,5,783.7,100,64,30,0,30,16,0.541
squash,kalabasa_hybrid,dry,34.9,66.7,8.6,56.7,mixed,4,860.0,100,79,30,0,28,14,0.427
bottle_gourd,upo_long,dry,31.1,69.6,7.5,68.5,mixed,5,604.8,97,89,28,0,28,12,0.517
squash,kalabasa,wet,28.0,74.2,5.5,76.1,none,4,980.1,100,91,30,0,29,9,0.379
squash,kalabasa_native,dry,32.8,72.0,8.5,69.1,mixed,4,480.3,87,34,9,0,5,3,0.605
bitter_gourd,ampalaya_bilog,dry,34.8,72.1,7.9,53.6,chemical,4,644.7,100,95,29,1,29,16,0.52
cucumber,pipino_japanese,wet,31.0,88.5,4.5,69.7,mixed,4,327.0,59,42,24,0,24,11,0.395
squash,kalabasa,dry,26.1,64.4,7.2,59.2,mixed,4,556.0,87,30,10,1,8,5,0.554
sponge_gourd,patola_ridged,dry,25.1,74.9,7.9,72.4,chemical,3,323.1,49,36,15,1,13,10,0.577
cucumber,pipino,wet,29.1,86.4,5.5,77.0,organic,4,626.7,100,58,30,1,28,13,0.553
bottle_gourd,upo_long,dry,29.1,59.7,9.1,69.6,chemical,4,489.1,76,49,15,0,12,4,0.427
bottle_gourd,upo_smooth,dry,26.7,68.5,9.6,55.0,mixed,5,874.7,100,63,30,1,29,22,0.678
cucumber,pipino,dry,32.0,62.6,9.0,66.7,mixed,4,235.3,39,32,15,1,12,9,0.608
bitter_gourd,ampalaya_bilog,wet,30.1,80.3,6.4,68.6,organic,5,592.5,98,106,28,1,27,19,0.644
bottle_gourd,upo_round,wet,29.2,78.4,4.2,53.6,organic,3,549.7,97,51,18,1,17,11,0.545
sponge_gourd,patola_ridged,wet,27.8,74.5,6.8,63.1,chemical,3,316.3,51,52,20,0,17,8,0.383
bitter_gourd,ampalaya_bilog,wet,30.0,72.6,6.8,53.1,none,4,361.7,63,27,7,0,5,0,0.392
squash,kalabasa_hybrid,wet,29.6,84.1,4.9,63.9,mixed,4,493.3,78,55,15,1,11,5,0.532
cucumber,pipino,dry,33.1,60.1,7.9,50.6,chemical,3,320.2,60,30,16,1,13,9,0.519
bottle_gourd,upo_smooth,dry,30.4,74.1,7.5,55.3,none,4,399.0,64,14,4,1,2,2,0.496
bottle_gourd,upo_long,wet,31.3,83.4,6.7,72.7,none,5,483.6,77,19,9,0,6,5,0.459
cucumber,pipino_japanese,dry,27.1,73.2,8.0,66.6,mixed,5,173.0,34,17,7,0,7,3,0.582
cucumber,pipino_japanese,wet,31.5,87.5,5.3,67.0,mixed,5,261.0,49,35,15,1,13,9,0.621
squash,kalabasa_hybrid,wet,30.8,71.3,6.2,65.8,chemical,4,823.8,100,114,30,1,30,16,0.548
squash,kalabasa,dry,24.0,71.2,7.5,53.7,mixed,3,286.1,47,19,7,1,4,2,0.431
bitter_gourd,ampalaya_oblong,wet,27.5,78.9,5.9,73.6,organic,4,323.4,60,56,17,1,13,9,0.597
bottle_gourd,upo_round,dry,32.0,68.5,10.0,67.6,organic,3,274.2,38,29,9,0,7,5,0.523
sponge_gourd,patola,dry,31.9,64.5,8.3,77.4,mixed,4,335.8,54,19,9,0,7,4,0.42
bottle_gourd,upo_round,dry,26.6,63.7,9.6,74.6,organic,5,740.7,100,30,10,1,7,5,0.751
cucumber,pipino_native,wet,30.7,80.5,4.4,79.8,chemical,4,286.2,52,41,20,0,18,5,0.41
sponge_gourd,patola_ridged,dry,24.9,70.9,7.3,52.1,mixed,4,617.7,100,63,30,1,28,16,0.6
squash,kalabasa,dry,33.2,73.8,10.0,73.8,organic,5,590.5,90,21,7,0,4,3,0.593
cucumber,pipino_native,wet,26.3,84.5,6.6,63.4,none,3,394.4,64,48,30,1,26,11,0.34
bottle_gourd,upo_smooth,dry,29.1,71.0,9.8,60.3,none,3,587.3,99,49,19,0,15,4,0.33
bottle_gourd,upo_round,dry,31.1,69.4,8.3,58.3,organic,4,452.1,74,20,7,1,4,4,0.642
bitter_gourd,ampalaya_hybrid,wet,30.4,81.8,5.2,61.6,none,4,231.3,42,22,7,1,3,0,0.492
squash,kalabasa_native,dry,29.1,72.0,9.8,72.7,organic,4,452.6,78,76,23,1,21,14,0.604
cucumber,pipino_native,dry,24.4,65.6,8.0,75.7,mixed,4,604.6,100,53,30,1,28,18,0.614
squash,kalabasa_hybrid,dry,28.0,55.1,8.9,52.2,chemical,3,248.1,41,17,6,1,4,3,0.518
bitter_gourd,ampalaya_hybrid,wet,31.3,84.8,5.8,63.9,none,3,583.6,100,84,27,1,27,8,0.385
bottle_gourd,upo_long,wet,26.1,87.8,5.5,69.4,chemical,3,420.0,70,47,21,1,20,9,0.488
cucumber,pipino_native,wet,28.6,72.3,4.0,76.5,organic,4,278.7,45,33,21,1,20,14,0.67
sponge_gourd,patola_ridged,dry,30.8,60.1,8.3,54.7,organic,4,346.3,58,40,17,1,17,8,0.575
sponge_gourd,patola_smooth,wet,31.6,89.4,5.8,53.7,organic,4,503.0,83,40,18,1,18,10,0.532
bottle_gourd,upo_long,wet,31.1,86.6,4.9,65.6,organic,5,1006.2,100,70,30,0,30,16,0.487
bottle_gourd,upo_smooth,dry,31.2,67.7,7.8,62.2,mixed,5,1161.5,100,62,30,1,29,21,0.656
sponge_gourd,patola_ridged,wet,26.1,75.7,5.2,74.3,chemical,5,309.1,50,32,12,0,9,5,0.57
bottle_gourd,upo_smooth,wet,26.7,83.8,6.6,61.5,chemical,3,344.3,65,44,17,1,16,6,0.458
bottle_gourd,upo_round,dry,34.7,74.4,7.0,50.7,chemical,4,331.3,51,11,5,1,5,0,0.475
sponge_gourd,patola,wet,26.3,85.6,6.3,58.5,chemical,4,424.2,75,39,17,1,14,6,0.607
squash,kalabasa_native,dry,30.7,61.0,7.1,72.7,none,4,348.2,66,23,7,0,6,2,0.371
cucumber,pipino,dry,24.7,62.5,8.3,60.7,mixed,4,540.0,96,69,30,1,28,19,0.613
cucumber,pipino,dry,26.6,65.1,8.0,60.9,none,3,433.8,73,44,27,1,26,15,0.498
bitter_gourd,ampalaya_bilog,dry,29.7,65.5,7.0,65.6,organic,4,718.9,100,101,27,1,25,20,0.753
squash,kalabasa_native,wet,26.7,85.4,5.5,72.0,none,3,673.2,100,80,21,1,17,6,0.406
sponge_gourd,patola_smooth,wet,28.2,85.1,4.6,50.3,none,4,573.3,96,62,30,0,27,8,0.339
squash,kalabasa_native,wet,30.5,73.7,5.8,52.8,organic,4,490.0,75,31,10,0,10,3,0.525
bottle_gourd,upo_long,dry,29.6,72.2,8.3,58.3,none,3,522.3,91,38,14,1,14,7,0.413
sponge_gourd,patola,dry,33.5,66.1,8.3,72.1,organic,4,362.3,63,40,15,1,14,7,0.634
sponge_gourd,patola_smooth,wet,26.8,87.8,6.9,61.0,organic,4,624.9,100,48,20,1,17,13,0.666
sponge_gourd,patola_smooth,dry,30.0,62.2,9.2,77.0,organic,4,838.6,100,60,30,0,29,17,0.6
sponge_gourd,patola_ridged,wet,30.9,76.6,5.8,63.5,chemical,4,716.7,100,71,29,1,29,19,0.582
cucumber,pipino,wet,27.8,71.2,6.5,76.3,organic,4,518.7,86,56,30,0,26,15,0.628
cucumber,pipino_native,dry,27.8,62.8,7.4,74.2,none,3,308.2,53,44,22,0,20,9,0.428
sponge_gourd,patola_smooth,dry,33.2,66.3,7.4,67.0,chemical,4,419.0,66,43,19,0,16,5,0.446
squash,kalabasa_hybrid,dry,32.3,70.5,7.0,56.3,mixed,4,520.3,85,39,14,1,10,8,0.673
sponge_gourd,patola,dry,25.3,56.9,7.8,64.4,chemical,3,239.2,43,23,8,1,5,3,0.421
sponge_gourd,patola,dry,28.5,67.4,8.1,67.1,none,4,376.4,63,20,7,1,7,2,0.463
bottle_gourd,upo_round,dry,24.8,57.0,8.5,72.0,chemical,4,424.2,72,17,8,1,7,4,0.492
squash,kalabasa_native,dry,34.1,70.8,7.1,58.4,mixed,3,376.5,62,49,16,0,14,8,0.472
squash,kalabasa,dry,31.3,69.7,8.6,76.4,none,3,390.0,53,28,8,1,6,1,0.436
cucumber,pipino_native,dry,31.1,57.7,9.2,67.6,none,4,510.2,86,62,27,1,25,11,0.393
sponge_gourd,patola,wet,27.0,78.4,5.4,77.7,chemical,4,766.2,100,71,30,0,26,14,0.484
squash,kalabasa_native,dry,33.1,60.9,8.6,70.9,organic,3,265.9,44,11,4,0,1,1,0.439
squash,kalabasa_native,wet,26.9,70.1,4.5,64.8,chemical,5,634.7,100,28,11,0,7,1,0.434
cucumber,pipino,dry,32.0,65.5,8.7,52.4,mixed,4,206.2,42,5,3,0,2,0,0.529
sponge_gourd,patola_smooth,dry,26.5,55.6,7.7,63.2,chemical,3,194.0,30,11,5,1,2,1,0.497
bitter_gourd,ampalaya_oblong,wet,31.4,70.2,4.7,53.2,none,3,306.7,51,50,14,1,14,3,0.385
bitter_gourd,ampalaya_hybrid,wet,28.0,85.8,4.6,77.8,chemical,3,225.7,28,16,6,1,3,1,0.464
sponge_gourd,patola_smooth,dry,32.0,58.6,9.4,68.3,chemical,5,335.4,55,41,15,1,15,10,0.544
cucumber,pipino_native,wet,30.8,80.8,5.7,79.1,chemical,3,197.3,39,26,16,0,12,7,0.444
bitter_gourd,ampalaya_bilog,wet,27.2,71.1,5.2,75.7,none,4,438.8,69,44,13,0,10,2,0.357
sponge_gourd,patola_smooth,wet,29.4,76.3,4.8,57.9,organic,4,474.5,69,84,30,1,30,18,0.624
squash,kalabasa_native,wet,27.8,85.3,5.5,56.0,chemical,4,327.4,54,18,5,1,4,2,0.516
cucumber,pipino,wet,26.9,73.7,5.7,64.6,chemical,4,208.2,43,18,10,1,9,7,0.559
bitter_gourd,ampalaya_hybrid,wet,27.2,77.3,5.9,53.4,organic,4,409.5,70,49,14,0,12,5,0.563
bitter_gourd,ampalaya_bilog,wet,30.2,83.4,5.9,60.8,mixed,4,343.0,56,40,13,1,11,5,0.658
squash,kalabasa_hybrid,dry,33.8,57.1,8.0,71.4,chemical,3,348.9,49,33,13,1,12,5,0.432
