plant_type,plant_age,temperature,humidity,sunlight_hours,soil_ph,soil_type,watering_frequency,fertilizer_type,fertilizer_frequency,pest_control,height,leaf_count,stem_thickness,health_rating,male_flowers,female_flowers
ampalaya_bilog,21,29.6,71.6,7.9,6.8,sandy,3,chemical,2,none,104.9,72,22.4,3,17,10
ampalaya_bilog,30,26.1,70.6,6.6,5.9,loamy,2,mixed,1,as-needed,214.4,59,6.9,3,30,9
kalabasa,81,19.6,93.9,6.8,6.2,clay,6,organic,2,as-needed,389.2,24,10.3,4,14,1
patola,44,25.6,72.6,7.7,6.1,loamy,8,organic,2,regular,216.5,76,12.1,2,9,4
patola,54,38.3,76.9,6.9,6.3,clay,5,none,1,as-needed,293.7,17,15.8,4,14,7
kalabasa,53,30.7,75.9,6.9,6.3,clay,5,organic,2,as-needed,354.4,30,9.6,2,22,4
ampalaya_bilog,25,29.1,77.2,8.5,6.9,clay,5,organic,0,none,239.4,75,9.1,4,22,14
cucumber,42,25.4,77.3,11.3,6.3,sandy,6,chemical,4,regular,253.1,76,22.7,3,26,12
kalabasa,70,24.6,79.0,5.0,6.3,clay,3,mixed,3,as-needed,174.6,16,8.2,2,23,9
ampalaya_bilog,56,23.9,73.9,8.0,6.1,silty,6,organic,4,as-needed,180.5,73,15.6,2,27,6
ampalaya_bilog,51,26.9,72.9,7.7,6.7,sandy,5,chemical,3,regular,130.0,65,19.4,2,15,10
upo_smooth,60,25.2,62.3,8.6,5.2,sandy,3,mixed,2,none,245.1,29,16.6,3,21,15
ampalaya_bilog,58,37.7,71.9,7.7,7.4,loamy,4,organic,2,intensive,221.6,76,8.6,4,31,14
cucumber,37,20.8,46.6,7.7,6.6,loamy,6,organic,2,regular,82.1,26,14.7,4,35,18
ampalaya_bilog,58,34.2,68.9,7.3,6.5,sandy,4,organic,1,none,234.8,46,10.1,3,19,11
patola,51,25.2,61.5,3.7,6.0,loamy,5,mixed,2,intensive,201.5,43,21.4,4,17,4
cucumber,42,32.0,77.2,7.5,6.0,silty,5,chemical,1,regular,273.9,33,21.0,3,25,16
upo_smooth,59,17.5,79.7,6.9,6.3,loamy,5,none,4,as-needed,416.8,60,10.8,3,19,7
ampalaya_bilog,52,26.1,74.6,6.3,6.1,loamy,5,mixed,2,regular,193.7,65,16.9,5,53,17
upo_smooth,38,28.2,62.1,4.3,5.1,loamy,4,organic,1,none,221.8,62,15.2,5,35,16
kalabasa,54,32.4,78.3,5.9,6.5,sandy,5,none,2,none,361.8,31,14.6,5,26,3
patola,59,29.8,70.7,7.0,6.3,sandy,3,none,1,none,199.7,18,23.4,5,25,9
cucumber,45,20.6,60.7,7.9,6.1,loamy,7,organic,2,as-needed,257.4,46,15.6,4,36,24
ampalaya_bilog,51,35.6,78.3,6.6,6.3,loamy,5,chemical,2,as-needed,193.3,19,22.8,3,27,12
patola,102,30.6,66.0,3.8,5.9,loamy,6,chemical,2,as-needed,349.0,56,6.8,3,10,6
ampalaya_bilog,37,28.7,64.7,7.8,5.7,clay,4,chemical,0,as-needed,267.4,58,21.3,5,40,21
ampalaya_bilog,35,34.5,66.5,7.3,5.4,loamy,6,organic,0,intensive,130.7,10,9.7,3,29,11
upo_smooth,108,25.9,59.3,3.4,6.5,loamy,6,organic,2,regular,357.9,70,5.6,2,2,10
cucumber,83,35.3,68.9,7.8,6.4,loamy,7,organic,3,intensive,219.0,57,6.0,3,22,9
patola,91,18.4,51.2,7.5,6.5,silty,4,none,0,none,143.6,49,24.6,3,11,4
ampalaya_bilog,87,16.1,68.5,7.8,6.4,loamy,4,chemical,1,none,122.9,30,10.1,4,12,6
kalabasa,49,34.9,79.0,7.8,6.6,loamy,6,organic,3,as-needed,529.9,23,15.5,3,20,9
ampalaya_bilog,35,38.5,40.7,6.6,6.0,loamy,5,organic,2,regular,182.9,27,8.3,3,21,8
kalabasa,26,26.2,84.1,8.7,7.7,loamy,5,chemical,1,regular,492.8,33,23.7,3,18,4
ampalaya_bilog,79,27.8,77.1,4.1,6.3,loamy,2,mixed,2,none,105.6,78,18.6,3,24,10
cucumber,42,23.3,63.4,7.6,6.8,sandy,6,chemical,0,as-needed,225.0,22,18.6,2,23,16
upo_smooth,63,24.8,78.1,9.2,6.1,loamy,7,organic,2,regular,165.1,75,11.9,1,10,3
ampalaya_bilog,53,27.0,88.6,6.8,6.4,loamy,2,mixed,4,regular,319.1,20,14.5,4,29,20
patola,60,26.6,43.1,9.9,6.8,sandy,6,organic,2,none,381.2,78,22.3,2,12,7
ampalaya_bilog,49,28.6,49.4,7.2,6.2,silty,8,mixed,3,as-needed,254.8,39,18.0,3,23,15
cucumber,55,24.6,69.8,3.4,6.1,clay,5,none,2,none,213.7,11,13.8,2,2,5
kalabasa,96,30.7,60.3,7.6,6.7,loamy,6,chemical,2,intensive,411.3,43,16.9,3,21,5
kalabasa,38,28.8,51.0,7.3,6.5,clay,5,none,3,as-needed,335.3,27,18.6,3,6,3
patola,56,30.3,72.2,3.3,6.8,clay,7,organic,1,intensive,123.9,16,21.3,4,21,1
patola,78,39.3,83.4,6.8,6.5,silty,2,organic,3,regular,245.8,48,17.4,4,20,1
kalabasa,59,30.7,73.3,7.4,6.0,loamy,4,organic,2,regular,368.7,77,13.4,2,19,7
ampalaya_bilog,59,27.8,84.0,6.4,6.4,clay,4,none,2,intensive,183.9,39,24.4,4,26,16
ampalaya_bilog,38,27.8,63.4,7.0,7.8,loamy,5,chemical,3,none,154.4,42,6.5,4,21,12
upo_smooth,48,27.5,60.4,6.1,6.6,loamy,3,chemical,2,regular,409.1,37,21.9,3,51,19
kalabasa,64,25.1,73.9,7.5,6.1,clay,6,organic,2,as-needed,343.4,12,12.1,3,27,7
cucumber,42,22.3,71.0,7.0,6.1,sandy,3,chemical,1,as-needed,249.1,19,15.6,3,32,21
patola,56,27.4,64.5,6.4,6.2,loamy,6,chemical,2,regular,144.1,69,14.7,2,15,12
upo_smooth,40,24.8,75.7,7.8,6.5,clay,6,mixed,2,intensive,262.1,73,20.5,3,35,20
ampalaya_bilog,73,30.3,55.8,7.6,6.8,clay,3,none,2,regular,123.2,39,16.0,4,17,3
cucumber,28,21.9,75.0,7.7,6.5,loamy,4,chemical,1,as-needed,270.4,50,15.0,5,34,24
kalabasa,47,27.7,64.0,3.2,5.2,loamy,2,organic,0,intensive,167.0,68,7.0,3,16,6
ampalaya_bilog,44,24.3,66.1,8.0,6.1,loamy,3,none,4,regular,325.2,43,15.6,2,18,4
ampalaya_bilog,43,24.4,65.8,6.7,7.8,clay,5,organic,1,none,237.9,18,21.9,5,31,9
patola,61,25.0,73.9,7.9,6.1,clay,7,chemical,4,as-needed,118.1,27,18.0,4,23,8
cucumber,28,16.8,64.9,7.7,6.2,clay,4,organic,3,regular,124.8,58,22.2,4,28,9
upo_smooth,53,26.3,63.4,8.5,6.4,sandy,5,chemical,2,as-needed,209.2,66,19.4,4,39,22
cucumber,52,23.4,77.7,6.9,6.4,sandy,3,organic,2,regular,215.0,41,12.6,2,27,13
kalabasa,65,24.5,61.0,9.2,6.4,loamy,5,none,1,intensive,131.0,62,8.2,4,21,7
upo_smooth,69,34.7,77.2,6.5,6.3,loamy,5,organic,2,as-needed,219.6,34,21.1,4,44,21
cucumber,51,37.8,71.7,11.5,6.3,loamy,2,chemical,0,intensive,249.3,29,19.8,3,6,7
cucumber,78,29.4,64.9,4.7,6.3,sandy,3,none,2,as-needed,161.3,16,15.3,2,9,3
cucumber,57,26.7,71.8,6.7,6.3,silty,4,chemical,2,as-needed,78.0,63,18.2,3,37,18
kalabasa,61,33.5,79.6,6.4,6.3,clay,2,mixed,1,regular,192.3,13,18.0,3,40,4
upo_smooth,53,26.2,74.8,6.9,6.7,silty,4,chemical,2,intensive,388.8,31,8.3,3,41,19
upo_smooth,51,16.4,75.7,4.8,6.4,sandy,6,organic,2,regular,331.6,34,7.9,4,38,14
upo_smooth,85,34.0,79.7,4.5,6.2,silty,8,mixed,4,regular,341.5,16,20.3,3,36,10
kalabasa,58,18.2,88.9,9.0,6.1,loamy,5,none,3,intensive,461.8,26,21.8,4,19,6
kalabasa,63,27.8,72.2,7.4,6.4,loamy,7,mixed,3,none,452.1,74,23.2,5,27,14
kalabasa,48,24.2,67.3,6.0,6.3,clay,4,mixed,4,as-needed,398.0,54,11.8,2,20,14
kalabasa,60,24.6,78.9,4.2,6.2,loamy,4,organic,1,regular,419.2,43,22.9,5,42,14
cucumber,40,20.4,71.6,7.4,6.7,silty,5,organic,2,as-needed,66.8,23,20.2,4,38,25
upo_smooth,106,25.6,77.4,7.0,6.2,loamy,4,organic,0,regular,151.2,60,23.4,2,33,10
patola,64,35.2,68.2,7.9,6.7,clay,2,organic,4,regular,225.1,21,8.1,5,22,5
cucumber,37,25.7,66.8,10.9,6.6,silty,2,chemical,1,none,193.7,17,14.8,2,16,3
kalabasa,49,24.3,87.7,7.2,6.7,loamy,5,mixed,2,intensive,423.4,57,5.6,1,14,9
patola,55,29.7,61.9,7.3,7.3,clay,3,chemical,3,as-needed,236.2,18,11.1,3,18,11
upo_smooth,63,27.0,72.7,10.8,6.2,loamy,6,chemical,2,none,377.1,31,20.4,4,25,12
ampalaya_bilog,31,38.9,77.0,8.0,6.3,loamy,3,organic,2,regular,309.9,42,17.9,2,15,8
cucumber,37,37.0,71.8,7.2,6.4,sandy,4,chemical,0,regular,270.9,40,9.2,1,10,3
upo_smooth,62,25.4,62.9,6.8,6.6,loamy,4,mixed,2,intensive,281.3,24,17.3,3,49,18
patola,44,29.0,58.8,7.0,6.4,clay,4,none,1,regular,233.2,42,24.6,4,19,6
ampalaya_bilog,71,15.8,80.2,6.5,6.6,sandy,5,organic,4,regular,98.0,38,24.3,4,27,4
cucumber,50,28.7,63.2,6.3,6.2,loamy,4,organic,2,as-needed,177.6,27,24.5,3,33,22
cucumber,53,27.3,77.6,11.1,6.1,loamy,7,mixed,2,none,254.5,77,6.4,4,28,16
ampalaya_bilog,43,29.1,73.4,8.6,6.5,loamy,5,mixed,1,none,95.7,54,17.1,3,21,8
upo_smooth,40,26.8,48.8,6.0,6.7,loamy,4,chemical,1,regular,237.3,50,9.5,1,27,2
upo_smooth,59,28.3,60.3,7.2,6.1,loamy,6,organic,2,as-needed,294.5,79,22.0,3,43,18
kalabasa,41,31.8,79.2,7.6,6.0,loamy,6,mixed,2,as-needed,224.4,27,5.1,3,33,8
kalabasa,54,23.7,70.5,6.6,5.6,loamy,5,none,2,as-needed,378.9,70,23.6,5,27,10
kalabasa,25,29.5,61.8,7.3,7.4,clay,3,organic,1,as-needed,257.3,57,15.4,4,30,6
kalabasa,20,28.4,73.7,7.4,6.6,loamy,2,organic,1,as-needed,476.0,32,21.3,5,31,9
cucumber,35,26.6,62.0,6.7,6.1,silty,6,organic,1,regular,85.5,16,18.6,3,27,23
patola,50,37.8,90.2,11.4,6.3,loamy,4,organic,2,as-needed,374.2,29,10.7,4,11,4
cucumber,50,33.7,76.3,7.2,6.4,loamy,5,mixed,1,regular,123.4,14,20.8,2,31,9
patola,27,15.3,72.8,6.1,7.3,loamy,6,organic,2,none,219.5,71,17.2,4,8,5
ampalaya_bilog,59,27.7,80.2,7.4,6.4,clay,4,chemical,1,none,189.2,42,10.1,4,26,19
cucumber,37,15.8,71.2,5.0,6.2,sandy,5,mixed,3,regular,151.4,74,20.3,4,29,17
kalabasa,59,33.7,75.0,7.8,6.5,silty,4,chemical,2,as-needed,264.3,20,24.4,3,32,5
kalabasa,59,35.1,75.0,6.5,6.7,silty,4,organic,1,regular,274.8,66,14.5,3,30,6
upo_smooth,60,28.5,74.5,11.4,6.3,clay,4,organic,3,regular,353.2,26,24.1,1,9,4
cucumber,44,37.9,71.5,5.9,6.3,sandy,4,organic,2,intensive,90.1,70,10.2,4,22,14
upo_smooth,70,37.9,67.3,6.6,6.9,sandy,4,mixed,1,intensive,425.9,67,24.8,3,38,13
kalabasa,51,27.8,71.3,6.4,6.3,silty,7,organic,1,as-needed,370.8,71,7.5,4,36,9
patola,60,21.1,69.1,6.8,6.3,loamy,4,chemical,1,regular,145.4,61,7.2,4,31,16
cucumber,43,21.0,73.8,6.6,6.1,clay,2,none,2,as-needed,90.9,60,23.6,3,30,11
ampalaya_bilog,23,28.9,64.7,6.4,6.8,loamy,5,chemical,0,as-needed,176.5,71,22.5,4,31,15
upo_smooth,103,25.0,73.9,6.6,6.0,loamy,3,chemical,3,regular,121.7,71,24.1,3,23,12
cucumber,26,23.7,66.5,7.8,7.6,clay,3,organic,2,as-needed,197.3,78,8.3,3,31,16
upo_smooth,80,38.1,69.6,8.7,6.0,silty,5,mixed,3,as-needed,408.4,65,13.6,4,36,7
upo_smooth,61,27.8,79.6,5.0,6.4,loamy,3,organic,2,as-needed,428.6,17,24.7,4,57,22
patola,50,24.9,62.6,6.3,6.4,silty,5,organic,1,regular,237.3,14,18.1,3,32,10
cucumber,22,22.5,77.9,9.5,5.3,loamy,4,organic,1,regular,214.5,15,15.1,4,33,17
ampalaya_bilog,34,29.4,74.6,4.9,6.5,loamy,6,mixed,2,as-needed,128.7,28,23.5,2,17,10
patola,61,23.2,69.5,7.7,6.5,loamy,5,none,2,as-needed,377.7,62,8.1,3,16,10
upo_smooth,62,16.7,48.5,3.9,6.5,clay,4,chemical,4,regular,303.5,79,24.9,3,11,13
upo_smooth,37,19.3,71.3,9.2,6.2,loamy,5,chemical,1,regular,122.3,47,15.3,4,20,11
ampalaya_bilog,95,33.7,61.5,11.4,6.5,loamy,2,chemical,3,as-needed,163.5,68,6.4,5,23,3
upo_smooth,54,25.7,61.1,6.0,6.4,loamy,4,mixed,4,intensive,287.2,71,23.4,3,41,20
patola,75,27.9,81.7,5.0,5.7,sandy,5,chemical,1,as-needed,188.7,65,8.0,2,18,6
cucumber,47,21.2,72.6,6.8,6.1,loamy,5,organic,2,as-needed,88.3,31,5.9,3,31,18
upo_smooth,82,27.7,64.0,6.6,7.2,sandy,4,chemical,1,regular,216.7,69,12.0,3,29,18
cucumber,37,26.6,43.7,7.9,6.3,loamy,4,chemical,2,none,69.9,53,10.8,2,7,9
kalabasa,57,37.1,72.6,6.9,6.4,loamy,4,organic,1,as-needed,207.7,15,19.5,4,23,8
kalabasa,52,19.2,64.9,7.8,6.0,loamy,4,chemical,2,regular,255.7,36,5.8,2,18,1
cucumber,41,26.6,68.3,6.2,6.7,loamy,5,chemical,3,regular,167.7,58,23.9,3,29,22
upo_smooth,30,24.4,68.8,7.4,6.6,clay,6,chemical,0,intensive,385.6,29,16.1,4,30,13
cucumber,43,26.9,72.8,6.5,6.6,loamy,3,chemical,3,regular,209.9,64,10.8,3,35,25
ampalaya_bilog,40,28.3,55.4,7.2,6.3,clay,4,chemical,0,intensive,209.9,40,17.2,4,36,15
cucumber,72,27.6,79.0,8.6,6.7,silty,4,organic,3,regular,149.1,12,11.2,2,27,11
cucumber,90,21.6,90.4,7.2,6.6,clay,4,none,1,regular,180.4,71,12.6,3,10,5
patola,54,27.0,66.5,8.0,6.6,loamy,5,organic,2,as-needed,343.9,22,23.6,2,21,4
cucumber,40,30.3,72.3,9.3,6.4,loamy,2,organic,2,none,102.7,78,10.6,3,37,16
upo_smooth,103,25.2,53.4,6.7,6.4,loamy,4,chemical,3,regular,256.5,55,11.0,4,35,19
upo_smooth,69,25.3,90.4,10.4,5.1,clay,5,chemical,1,none,274.5,70,7.4,5,31,6
upo_smooth,69,28.8,64.1,7.6,6.3,loamy,4,chemical,0,regular,379.3,73,17.5,3,44,20
cucumber,41,24.1,70.8,6.4,7.6,silty,4,mixed,2,regular,203.3,79,8.4,3,30,21
cucumber,84,22.3,73.1,7.8,6.4,loamy,3,chemical,4,regular,261.2,28,6.7,4,29,19
cucumber,41,24.5,67.0,3.8,6.4,loamy,3,organic,2,as-needed,163.3,26,15.6,4,24,11
upo_smooth,60,33.1,67.3,7.5,6.4,silty,5,chemical,3,none,287.3,77,12.2,3,24,16
ampalaya_bilog,32,29.6,43.0,11.2,6.6,loamy,4,organic,3,none,148.5,20,22.2,3,9,1
patola,49,20.9,74.7,7.7,6.8,clay,2,chemical,4,regular,225.6,41,18.6,4,27,15
ampalaya_bilog,47,27.3,76.6,6.7,6.5,silty,6,chemical,2,regular,228.0,78,10.0,2,21,8
upo_smooth,70,27.6,73.6,6.3,6.2,loamy,5,none,2,regular,214.5,76,15.4,2,21,5
kalabasa,99,20.3,84.1,6.9,6.3,loamy,4,none,3,none,304.8,56,18.0,3,1,1
patola,79,24.8,73.1,6.7,6.7,silty,5,chemical,2,intensive,301.1,57,10.9,5,27,7
ampalaya_bilog,54,18.5,93.3,6.1,6.3,clay,4,organic,0,as-needed,255.2,14,23.3,3,16,5
cucumber,37,25.8,65.9,5.6,6.0,silty,6,chemical,3,none,177.0,29,5.2,4,33,21
ampalaya_bilog,63,19.1,50.5,5.5,6.2,clay,2,organic,2,intensive,296.3,77,18.0,4,30,12
ampalaya_bilog,58,30.0,71.8,4.4,6.4,loamy,4,none,2,intensive,316.7,33,16.4,5,23,11
kalabasa,57,24.4,77.2,11.8,5.0,sandy,4,organic,0,regular,258.0,76,25.0,4,33,9
ampalaya_bilog,76,34.7,73.0,7.2,6.2,silty,3,chemical,2,regular,195.0,75,17.6,3,17,13
kalabasa,47,32.3,70.2,6.6,7.7,loamy,5,organic,2,none,246.7,22,24.1,1,17,1
upo_smooth,62,19.9,86.1,6.4,6.0,loamy,2,organic,1,regular,437.8,70,17.7,4,19,16
patola,62,22.0,69.3,3.7,5.2,loamy,4,organic,2,as-needed,284.3,23,23.3,3,11,6
kalabasa,55,25.7,74.2,9.4,6.5,loamy,5,mixed,3,regular,225.8,14,19.2,4,47,18
cucumber,44,26.7,75.3,7.7,6.1,clay,6,mixed,3,regular,225.1,41,14.2,3,24,20
patola,61,27.7,78.3,11.1,6.4,loamy,5,mixed,2,regular,223.4,22,13.3,4,29,15
kalabasa,60,32.1,92.6,7.7,8.0,loamy,5,mixed,1,as-needed,278.3,64,10.9,3,28,6
kalabasa,63,29.5,59.5,7.0,6.1,loamy,5,organic,2,intensive,520.1,60,8.6,4,40,13
kalabasa,62,31.4,74.7,7.7,6.8,loamy,4,chemical,3,regular,249.0,50,8.7,3,37,8
cucumber,47,20.3,74.0,6.7,6.1,loamy,6,organic,3,as-needed,155.1,59,10.4,3,34,18
ampalaya_bilog,74,26.6,58.9,6.4,5.8,loamy,5,mixed,1,as-needed,180.9,72,5.2,4,25,15
ampalaya_bilog,72,34.4,72.5,7.5,6.8,loamy,7,organic,2,none,219.6,52,25.0,5,27,13
upo_smooth,65,25.8,68.4,7.4,6.7,clay,2,organic,0,as-needed,377.2,76,9.8,1,8,4
kalabasa,42,31.5,68.7,7.1,6.8,clay,5,mixed,1,regular,404.9,52,16.8,2,18,13
kalabasa,53,29.3,73.3,6.2,6.9,loamy,5,organic,2,intensive,530.1,18,22.9,4,36,15
patola,29,35.7,64.6,7.9,6.2,silty,4,mixed,1,intensive,129.0,59,19.8,4,15,11
kalabasa,62,29.8,62.4,7.2,6.2,clay,5,organic,2,as-needed,346.7,32,14.9,4,40,13
ampalaya_bilog,90,28.8,85.9,7.2,6.7,loamy,3,chemical,2,as-needed,307.1,23,5.5,1,16,7
patola,54,24.2,58.6,7.9,6.5,loamy,7,organic,1,intensive,367.7,22,21.3,5,24,11
patola,51,20.2,66.4,7.3,6.2,loamy,5,mixed,3,regular,109.5,39,8.4,2,23,10
upo_smooth,60,27.9,72.0,6.5,5.6,loamy,4,mixed,1,as-needed,289.0,42,16.0,3,45,19
upo_smooth,37,29.1,78.8,5.7,5.4,sandy,4,chemical,0,regular,247.2,77,16.4,4,21,18
upo_smooth,71,24.8,68.0,4.4,6.4,sandy,5,none,3,regular,328.3,61,6.8,4,30,10
upo_smooth,97,27.3,67.0,6.1,6.0,clay,3,organic,1,regular,211.4,35,23.6,4,42,24
cucumber,81,25.8,67.2,11.4,6.8,clay,3,organic,2,regular,109.9,22,10.5,4,32,12
upo_smooth,73,17.9,86.9,11.3,6.3,loamy,3,organic,1,as-needed,413.0,35,15.5,2,19,13
kalabasa,65,39.2,69.0,6.4,6.3,silty,5,organic,3,intensive,228.5,50,13.4,5,38,16
ampalaya_bilog,45,27.3,70.8,7.5,8.0,clay,6,chemical,3,none,173.5,71,9.0,2,18,9
patola,49,25.5,68.5,7.1,6.5,loamy,2,mixed,4,regular,139.1,55,12.3,2,21,10
cucumber,46,22.4,72.1,4.6,6.0,loamy,4,chemical,2,regular,255.3,21,7.1,4,40,22
patola,42,25.5,69.0,6.3,6.3,sandy,4,organic,2,regular,340.5,20,8.4,3,30,11
patola,59,25.5,79.1,7.5,6.7,clay,5,organic,1,as-needed,364.2,50,8.7,4,35,15
cucumber,48,23.9,92.3,7.0,6.3,loamy,6,mixed,0,intensive,154.1,30,5.8,3,24,12
cucumber,23,16.0,90.4,4.7,6.4,clay,5,none,2,as-needed,206.8,46,24.3,4,12,11
patola,55,27.5,70.2,6.1,5.7,clay,4,none,3,as-needed,180.1,22,23.9,5,29,13
cucumber,42,23.1,64.8,6.6,6.1,loamy,4,organic,3,as-needed,65.2,28,5.5,5,52,22
patola,52,37.8,44.6,7.7,7.9,loamy,5,mixed,4,regular,267.1,16,5.4,5,19,7
upo_smooth,61,28.7,56.5,7.6,6.6,silty,6,none,3,regular,334.2,63,24.6,3,25,8
upo_smooth,57,37.5,64.8,7.5,6.6,sandy,2,organic,1,as-needed,170.4,69,16.6,3,31,7
upo_smooth,64,23.7,75.4,7.8,6.4,silty,5,mixed,3,intensive,141.6,50,14.4,3,50,18
kalabasa,46,28.7,65.1,6.9,6.3,clay,3,none,2,as-needed,513.4,11,23.8,1,14,4
cucumber,46,39.9,53.6,6.7,7.9,sandy,7,mixed,2,intensive,102.1,23,13.9,5,25,16
ampalaya_bilog,47,36.5,74.5,7.1,6.1,loamy,4,mixed,2,regular,218.0,54,20.0,3,30,9
patola,63,27.2,75.6,6.2,7.1,silty,3,none,2,as-needed,286.9,15,21.4,4,10,10
upo_smooth,60,24.9,53.5,7.2,6.1,clay,4,mixed,2,none,122.9,59,13.0,3,30,17
ampalaya_bilog,63,38.2,70.3,7.1,6.9,loamy,3,organic,2,intensive,225.9,57,11.8,4,37,9
ampalaya_bilog,80,20.3,58.9,7.3,6.8,clay,2,chemical,0,regular,140.5,58,11.2,5,35,6
upo_smooth,55,27.0,48.9,7.7,6.5,loamy,6,organic,1,regular,360.4,71,16.5,5,42,25
kalabasa,102,17.7,69.7,6.9,6.5,sandy,6,chemical,3,as-needed,120.8,63,16.3,1,9,2
upo_smooth,51,28.2,74.6,7.2,6.2,sandy,4,chemical,2,as-needed,334.3,27,20.0,2,38,9
kalabasa,55,29.1,64.9,7.3,6.4,clay,7,chemical,2,regular,257.1,78,14.5,5,33,15
kalabasa,49,31.3,61.7,7.1,6.4,sandy,4,organic,1,regular,220.0,54,9.6,4,38,15
kalabasa,58,24.5,77.9,7.4,6.4,loamy,6,mixed,3,regular,177.2,39,8.8,2,21,12
kalabasa,62,29.8,63.0,10.0,6.1,loamy,5,none,1,as-needed,501.6,72,9.2,4,20,6
ampalaya_bilog,49,39.2,64.2,9.2,7.4,loamy,4,none,3,none,275.5,44,20.7,4,14,4
patola,34,27.3,77.9,9.4,6.7,clay,4,mixed,4,as-needed,211.5,52,18.7,4,13,11
patola,28,27.7,59.8,6.0,6.6,loamy,6,mixed,2,intensive,176.1,76,22.3,2,18,3
patola,47,28.5,78.2,5.6,6.0,loamy,2,chemical,0,none,338.9,27,6.6,3,33,6
ampalaya_bilog,42,23.0,51.5,6.1,6.4,loamy,8,organic,2,regular,135.7,71,16.4,2,13,7
upo_smooth,82,27.6,80.4,6.3,6.6,loamy,6,organic,1,regular,311.0,21,22.4,5,44,27
patola,101,25.6,66.8,3.4,6.3,loamy,4,chemical,2,as-needed,333.7,70,16.8,2,15,1
kalabasa,95,28.5,69.0,7.4,5.4,loamy,3,organic,3,as-needed,439.2,32,5.8,2,6,3
cucumber,53,20.5,73.8,7.8,6.4,loamy,8,mixed,1,none,182.4,68,20.1,4,30,15
upo_smooth,56,28.5,74.8,7.6,6.6,silty,6,chemical,2,none,270.5,31,13.6,4,27,14
kalabasa,57,27.6,61.4,7.3,6.0,loamy,6,organic,2,none,378.7,53,13.6,4,31,12
kalabasa,49,36.4,62.9,6.5,6.5,silty,6,mixed,3,as-needed,196.9,20,6.8,5,28,8
ampalaya_bilog,53,15.6,70.7,6.2,6.2,silty,6,organic,1,none,239.1,38,11.3,5,31,8
ampalaya_bilog,49,30.0,72.8,9.5,6.6,loamy,5,mixed,0,regular,158.0,54,17.2,2,23,5
cucumber,85,18.3,75.2,6.7,6.3,loamy,5,mixed,3,as-needed,120.4,69,24.1,1,15,3
ampalaya_bilog,67,29.2,93.2,6.4,6.4,clay,6,none,2,intensive,167.0,51,12.4,3,24,11
patola,89,24.0,76.9,7.0,7.0,sandy,4,mixed,3,regular,147.1,46,19.4,2,18,5
upo_smooth,94,25.2,65.2,6.1,7.0,loamy,3,mixed,2,as-needed,419.9,16,20.8,3,35,17
ampalaya_bilog,50,28.5,65.8,7.8,6.5,sandy,5,organic,2,as-needed,293.7,64,19.5,4,35,19
upo_smooth,86,32.1,64.0,7.3,6.7,loamy,5,organic,3,regular,390.2,34,11.6,1,12,11
cucumber,55,27.4,72.1,6.9,6.8,clay,7,none,1,regular,226.7,24,8.7,3,22,10
cucumber,48,23.5,55.4,6.9,6.4,loamy,3,chemical,2,regular,171.0,72,20.7,2,21,12
patola,42,29.4,51.5,9.8,6.3,silty,4,mixed,4,regular,179.0,35,15.7,3,18,9
ampalaya_bilog,48,26.3,70.3,6.1,6.4,loamy,3,mixed,4,none,173.8,77,6.7,4,26,16
cucumber,94,27.4,47.9,7.9,6.6,clay,5,chemical,2,as-needed,215.5,36,10.6,3,21,10
patola,62,26.7,64.3,7.5,6.4,loamy,6,chemical,3,as-needed,279.2,64,16.2,4,25,14
ampalaya_bilog,56,27.4,90.0,7.5,6.3,loamy,6,organic,3,intensive,239.6,61,21.1,4,26,12
ampalaya_bilog,93,32.7,91.6,6.1,5.6,loamy,5,none,2,intensive,223.6,28,24.1,3,12,5
patola,86,25.4,70.0,10.4,7.1,loamy,5,organic,3,none,119.3,72,20.0,4,7,2
kalabasa,97,28.2,74.4,7.1,6.1,clay,2,chemical,3,intensive,301.4,17,11.7,3,17,8
ampalaya_bilog,54,25.8,69.9,4.3,6.6,loamy,3,chemical,1,regular,235.3,16,5.7,4,31,16
ampalaya_bilog,55,34.0,74.1,6.8,6.4,clay,6,none,2,as-needed,250.8,42,20.5,2,5,7
ampalaya_bilog,50,15.6,69.0,6.6,6.1,loamy,7,chemical,2,none,130.4,41,21.3,3,20,6
patola,66,29.7,71.3,6.6,6.6,loamy,4,organic,2,regular,267.5,77,5.3,5,40,19
patola,56,29.0,75.6,6.1,6.3,silty,6,chemical,2,intensive,112.7,25,18.9,3,9,13
patola,29,31.9,60.3,4.4,6.5,sandy,2,mixed,2,intensive,171.5,55,21.1,5,18,6
ampalaya_bilog,97,18.2,62.8,4.7,5.7,clay,3,chemical,4,as-needed,244.0,77,7.8,3,7,6
patola,53,30.0,76.4,7.4,5.9,loamy,3,organic,2,as-needed,163.3,27,17.1,3,19,12
upo_smooth,55,30.4,87.9,8.0,6.5,loamy,5,none,2,regular,200.1,13,14.9,5,23,15
cucumber,53,20.6,66.9,8.3,7.1,loamy,5,organic,2,as-needed,126.7,19,20.5,2,19,6
upo_smooth,64,37.3,51.5,6.4,6.7,loamy,6,organic,4,regular,130.2,54,24.0,2,25,8
kalabasa,30,29.7,68.4,7.4,6.7,loamy,5,mixed,2,regular,409.1,46,14.0,3,32,12
